Join_Count,TARGET_FID,xid,price202403,p_x_y,DB4201T_ID,label,KMeamsID,Krigin
1,1,2610156536.000000000000000,6977,6977_114.001108_30.58216689,101,1,24,13
1,2,2610154872.000000000000000,6565,6565_114.5783258_30.67086102,145,1,29,12
1,3,2610153648.000000000000000,6571,6571_114.5724046_30.68157001,145,30,95,13
1,4,2610156206.000000000000000,13009,13009_114.4119372_30.64855806,66,31,105,16
1,5,2610153928.000000000000000,19787,19787_114.3914006_30.64186825,65,0,11,17
1,6,2610162210.000000000000000,8878,8878_114.4136263_30.39145171,117,10,31,15
1,7,2610155774.000000000000000,16020,16020_114.2871624_30.42831872,112,21,72,15
1,8,2610156952.000000000000000,11476,11476_114.2689026_30.41516533,112,21,72,15
1,9,2611101828.000000000000000,9088,9088_114.4028539_30.72397577,130,21,82,13
1,10,2610156860.000000000000000,8296,8296_114.2390376_30.70091762,142,11,58,14
1,11,2610938430.000000000000000,7798,7798_114.4188364_30.70761164,130,20,71,14
1,12,2610153132.000000000000000,21075,21075_114.214792_30.59244686,22,1,25,17
1,13,2610159982.000000000000000,26657,26657_114.2644656_30.57945618,27,10,40,19
1,14,2611108480.000000000000000,37329,37329_114.3330103_30.56314641,46,41,124,24
1,15,2610009405.000000000000000,22806,22806_114.3175048_30.51381706,53,10,36,20
1,16,2611193540.000000000000000,14942,14942_114.1996078_30.51990465,42,11,52,17
1,17,2611004718.000000000000000,16250,16250_114.1927533_30.54758575,37,31,100,17
1,18,2610154726.000000000000000,11137,11137_114.1411198_30.64587954,87,40,119,14
1,19,2610159290.000000000000000,30201,30201_114.2921813_30.60194689,4,0,8,22
1,20,2611045650.000000000000000,23557,23557_114.3099984_30.65132526,14,10,44,19
1,21,2610156494.000000000000000,22716,22716_114.4003615_30.60995492,78,41,125,18
1,22,2610296422.000000000000000,17432,17432_114.3185302_30.48147392,76,30,87,17
1,23,2610160104.000000000000000,23242,23242_114.5153705_30.48575103,173,21,74,20
1,24,2610159948.000000000000000,4282,4282_114.0756045_30.31540854,94,30,83,12
1,25,2610159726.000000000000000,5043,5043_114.0768807_30.31092881,94,0,129,12
1,26,2610157204.000000000000000,5078,5078_114.0832963_30.358183,95,11,48,13
1,27,2610154864.000000000000000,5829,5829_114.07428_30.3537371,95,11,48,13
1,28,2611166974.000000000000000,9683,9683_114.0760978_30.35142275,95,11,48,13
1,29,2610154626.000000000000000,6308,6308_114.0850091_30.35556087,95,11,48,13
1,30,2610476742.000000000000000,23157,23157_114.4115052_30.45752988,170,31,98,19
1,31,2611122904.000000000000000,19207,19207_114.4394953_30.50040765,166,10,35,19
1,32,2610154306.000000000000000,4098,4098_114.0751375_30.30638764,94,0,129,12
1,33,2610157694.000000000000000,12627,12627_114.6014382_30.4836011,175,40,112,16
1,34,2611280898.000000000000000,5732,5732_114.0754327_30.32348757,94,31,96,12
1,35,2610153400.000000000000000,26726,26726_114.4141929_30.50086688,167,11,50,19
1,36,2610159784.000000000000000,5377,5377_114.0714273_30.31111818,94,0,129,12
1,37,2610154636.000000000000000,3775,3775_114.0686798_30.31116471,94,0,129,12
1,38,2610153856.000000000000000,5226,5226_114.076496_30.31978448,94,30,83,12
1,39,2610153348.000000000000000,3113,3113_114.0783261_30.31727297,94,30,83,12
1,40,2610922690.000000000000000,5388,5388_114.0778325_30.32991015,94,30,83,12
1,41,2611085606.000000000000000,26010,26010_114.4022641_30.49359536,169,11,50,20
1,42,2610159126.000000000000000,17065,17065_114.4896468_30.45914441,177,20,63,19
1,43,2610156874.000000000000000,22376,22376_114.5199303_30.48732785,173,21,74,20
1,44,2610309942.000000000000000,19883,19883_114.3960205_30.47686441,168,30,87,19
1,45,2610153152.000000000000000,18478,18478_114.4818993_30.47234433,177,20,63,19
1,46,2610153050.000000000000000,22528,22528_114.5124653_30.48596523,173,21,74,19
1,47,2610153332.000000000000000,25594,25594_114.5115115_30.49434411,173,21,74,19
1,48,2611081576.000000000000000,18004,18004_114.5144436_30.48265911,173,21,74,20
1,49,2610155904.000000000000000,19290,19290_114.4834238_30.46851451,177,20,63,19
1,50,2610155754.000000000000000,18872,18872_114.4738863_30.4963712,173,20,62,19
1,51,2610156184.000000000000000,24547,24547_114.412036_30.48064959,168,11,50,20
1,52,2610155776.000000000000000,21595,21595_114.4767843_30.48463225,173,21,74,19
1,53,2611278184.000000000000000,26144,26144_114.4039351_30.48312767,169,11,50,20
1,54,2610153378.000000000000000,31109,31109_114.4090136_30.50867276,167,11,50,21
1,55,2610153776.000000000000000,27730,27730_114.4111364_30.50458519,167,11,50,20
1,56,2610159248.000000000000000,9499,9499_114.2164169_30.43177919,80,20,61,15
1,57,2610162242.000000000000000,32492,32492_114.515734_30.47392671,173,21,74,20
1,58,2611086992.000000000000000,23839,23839_114.4001462_30.48788971,169,11,50,20
1,59,2610152968.000000000000000,11741,11741_114.436837_30.50049538,166,10,35,19
1,60,2610154724.000000000000000,24737,24737_114.3942896_30.48173937,168,30,87,19
1,61,2610475062.000000000000000,18354,18354_114.402019_30.4732881,168,30,87,20
1,62,2610940404.000000000000000,22825,22825_114.4369732_30.50392508,166,10,35,19
1,63,2610067581.000000000000000,19128,19128_114.4091851_30.50111791,167,10,39,20
1,64,2611074252.000000000000000,21887,21887_114.4170256_30.50566093,167,11,50,20
1,65,2610156150.000000000000000,19835,19835_114.5293395_30.50440239,174,21,74,19
1,66,2610154176.000000000000000,22231,22231_114.5012089_30.48477292,173,21,74,19
1,67,2610310270.000000000000000,18616,18616_114.4334665_30.44959818,178,30,85,18
1,68,2610156940.000000000000000,30398,30398_114.402587_30.49042664,169,11,50,21
1,69,2610155658.000000000000000,21490,21490_114.4897641_30.48227171,173,21,74,19
1,70,2610078120.000000000000000,23156,23156_114.4109069_30.46356038,170,31,98,20
1,71,2611080328.000000000000000,24867,24867_114.4090891_30.47477524,168,30,87,21
1,72,2610158912.000000000000000,17809,17809_114.4785471_30.47491604,173,20,63,19
1,73,2610159204.000000000000000,14716,14716_114.492836_30.46005351,177,20,63,19
1,74,2611137634.000000000000000,21457,21457_114.4422343_30.48839296,165,10,35,19
1,75,2610154786.000000000000000,22429,22429_114.5094298_30.48054981,173,21,74,20
1,76,2611208402.000000000000000,22100,22100_114.3221418_30.49706049,75,31,99,19
1,77,2611263348.000000000000000,25741,25741_114.4063584_30.48282286,169,11,50,20
1,78,2610391102.000000000000000,28084,28084_114.4369732_30.50392508,166,10,35,19
1,79,2610156790.000000000000000,13590,13590_114.59944_30.49326068,175,40,112,16
1,80,2610337706.000000000000000,27823,27823_114.3785855_30.51085493,167,1,17,19
1,81,2610539480.000000000000000,23014,23014_114.4087343_30.4785421,168,30,87,21
1,82,2611003574.000000000000000,28848,28848_114.4103568_30.49540045,169,11,50,20
1,83,2611210296.000000000000000,24388,24388_114.408442_30.46464249,170,31,98,20
1,84,2610085730.000000000000000,19205,19205_114.4009818_30.47529126,168,30,87,20
1,85,2611003682.000000000000000,27101,27101_114.4204051_30.51116086,166,11,50,20
1,86,2611208330.000000000000000,19376,19376_114.4822617_30.47682781,173,20,63,19
1,87,2700060440.000000000000000,14727,14727_114.3809515_30.46884973,168,30,87,19
1,88,2610346944.000000000000000,15224,15224_114.4111341_30.47461686,168,30,87,21
1,89,2611223134.000000000000000,19325,19325_114.4326949_30.48000467,165,10,35,18
1,90,2610153882.000000000000000,20678,20678_114.4382743_30.48350945,165,10,35,18
1,91,2610153704.000000000000000,23102,23102_114.510132_30.48665673,173,21,74,19
1,92,2611130876.000000000000000,30758,30758_114.4222422_30.51262319,166,11,50,20
1,93,2611174120.000000000000000,27594,27594_114.4191805_30.51416126,167,11,50,22
1,94,2610155734.000000000000000,17735,17735_114.4998069_30.53740469,172,0,9,18
1,95,2611030066.000000000000000,19612,19612_114.4301196_30.44606248,178,30,85,18
1,96,2610154046.000000000000000,19486,19486_114.4356832_30.47866562,165,10,35,18
1,97,2610662380.000000000000000,14369,14369_114.4328214_30.47656215,165,10,35,19
1,98,2610156906.000000000000000,11744,11744_114.6016209_30.49091482,175,40,112,16
1,99,2611131822.000000000000000,18198,18198_114.4452433_30.50228675,166,10,35,19
1,100,2611208396.000000000000000,22248,22248_114.3270024_30.49604936,75,31,99,19
1,101,2610895060.000000000000000,14997,14997_114.4281182_30.45106361,178,30,85,18
1,102,2610156058.000000000000000,19740,19740_114.5156139_30.47937489,173,21,74,20
1,103,2610815430.000000000000000,20958,20958_114.4022859_30.50566938,167,10,39,19
1,104,2610162126.000000000000000,15148,15148_114.4246359_30.49257651,165,10,35,19
1,105,2611200410.000000000000000,24658,24658_114.5054738_30.49565588,173,21,74,19
1,106,2610156430.000000000000000,14255,14255_114.5194775_30.54016923,172,0,9,18
1,107,2610155718.000000000000000,15344,15344_114.4781999_30.46998582,177,20,63,19
1,108,2610162152.000000000000000,28813,28813_114.4427879_30.49620207,166,10,35,19
1,109,2610070027.000000000000000,21301,21301_114.4220445_30.50688904,166,11,50,19
1,110,2611123752.000000000000000,18024,18024_114.431685_30.445872,178,30,85,18
1,111,2610159328.000000000000000,15842,15842_114.4959349_30.54677434,172,0,9,17
1,112,2610155886.000000000000000,20899,20899_114.5097448_30.48524201,173,21,74,19
1,113,2611244234.000000000000000,12908,12908_114.5106522_30.54552496,172,0,9,18
1,114,2610154032.000000000000000,22939,22939_114.4118659_30.60659887,78,41,125,20
1,115,2610061763.000000000000000,10097,10097_114.3749669_30.44026703,170,30,87,17
1,116,2611218328.000000000000000,13752,13752_114.5036749_30.56079179,172,0,9,17
1,117,2610154656.000000000000000,13739,13739_114.4652272_30.45922704,178,20,63,18
1,118,2610153122.000000000000000,10666,10666_114.4315848_30.50067772,166,10,35,19
1,119,2610154410.000000000000000,13040,13040_114.5040889_30.53571792,172,0,9,18
1,120,2610628132.000000000000000,13754,13754_114.4182329_30.4958457,165,10,35,19
1,121,2610067046.000000000000000,17230,17230_114.4330324_30.50629679,166,10,35,19
1,122,2610160660.000000000000000,12531,12531_114.5089277_30.55193427,172,0,9,17
1,123,2610158938.000000000000000,17329,17329_114.3761845_30.45140176,170,30,87,18
1,124,2610155974.000000000000000,18568,18568_114.4837713_30.46386067,177,20,63,19
1,125,2611130700.000000000000000,15492,15492_114.4417783_30.45437208,178,30,85,17
1,126,2610155140.000000000000000,19561,19561_114.4767613_30.47759591,173,21,74,19
1,127,2610798034.000000000000000,30781,30781_114.4187527_30.5191987,167,11,50,21
1,128,2610154402.000000000000000,12474,12474_114.4137638_30.50292543,167,10,35,20
1,129,2610159116.000000000000000,9220,9220_114.1724717_30.46831124,160,30,86,14
1,130,2610062223.000000000000000,11040,11040_114.1554829_30.50766443,161,1,18,16
1,131,2610300582.000000000000000,14707,14707_114.1605268_30.49945401,159,1,18,16
1,132,2610541822.000000000000000,4790,4790_114.5680586_30.67843496,145,0,12,13
1,133,2611052002.000000000000000,3355,3355_114.5665594_30.72918397,145,31,108,12
1,134,2610154618.000000000000000,5462,5462_114.5904652_30.68621277,145,30,95,13
1,135,2610565142.000000000000000,4028,4028_114.5611402_30.65138615,145,1,29,11
1,136,2610156102.000000000000000,22765,22765_114.3709056_30.63637311,64,20,68,19
1,137,2610158476.000000000000000,22068,22068_114.3928233_30.64585007,65,0,11,17
1,138,2610156290.000000000000000,14449,14449_114.2940378_30.43937665,112,21,72,16
1,139,2610078904.000000000000000,9103,9103_114.3716019_30.39361666,113,41,121,15
1,140,2610155150.000000000000000,11776,11776_114.2742236_30.41447114,112,21,72,15
1,141,2611048372.000000000000000,7279,7279_114.4052456_30.70916466,130,20,71,14
1,142,2610159312.000000000000000,29871,29871_114.2539409_30.58853578,25,30,89,19
1,143,2611002182.000000000000000,21060,21060_114.217164_30.59157174,22,1,25,17
1,144,2611092914.000000000000000,15851,15851_114.212135_30.60752135,28,31,103,16
1,145,2611131116.000000000000000,26138,26138_114.2678258_30.60731228,19,0,8,18
1,146,2610769536.000000000000000,16760,16760_114.2439997_30.63021844,20,40,118,18
1,147,2611135312.000000000000000,32810,32810_114.3291569_30.52742297,56,20,66,20
1,148,2611086450.000000000000000,23971,23971_114.3407966_30.60950007,44,0,7,21
1,149,2610162844.000000000000000,14068,14068_114.2277846_30.55841443,33,0,6,17
1,150,2610156138.000000000000000,18853,18853_114.2299083_30.50129877,41,11,52,17
1,151,2610155634.000000000000000,11082,11082_114.1565881_30.67479448,87,40,119,14
1,152,2610082784.000000000000000,44381,44381_114.3024411_30.61189258,2,31,104,25
1,153,2610158894.000000000000000,16041,16041_114.3208519_30.64982596,14,10,44,20
1,154,2611092482.000000000000000,16933,16933_114.2865783_30.49308385,77,20,61,17
1,155,2611121894.000000000000000,19109,19109_114.3809198_30.6093466,79,40,116,17
1,156,2610938994.000000000000000,20321,20321_114.3166855_30.49749083,75,31,99,19
1,157,2610159238.000000000000000,7800,7800_114.0817964_30.56527992,99,31,102,14
1,158,2610154832.000000000000000,11616,11616_114.0923009_30.5159556,106,11,51,14
1,159,2610156800.000000000000000,7549,7549_114.1549702_30.41637349,163,10,33,14
1,160,2610155876.000000000000000,9484,9484_114.1674493_30.46935467,160,30,86,14
1,161,2610154622.000000000000000,6586,6586_114.051101_30.32259418,94,41,122,13
1,162,2610895286.000000000000000,4575,4575_114.0678853_30.31256383,94,0,129,12
1,163,2611171574.000000000000000,6961,6961_114.5653906_30.67311333,145,0,12,13
1,164,2610414506.000000000000000,4410,4410_114.5643756_30.67137391,145,0,12,12
1,165,2610154838.000000000000000,8138,8138_114.0036468_30.5770778,101,1,24,14
1,166,2610153702.000000000000000,23529,23529_114.3714068_30.63275697,64,20,68,19
1,167,2610149312.000000000000000,19534,19534_114.3739284_30.63151606,64,20,68,19
1,168,2610800704.000000000000000,7111,7111_114.3667492_30.41489776,113,40,110,16
1,169,2610895068.000000000000000,17710,17710_114.150813_30.50749528,161,1,18,16
1,170,2610156916.000000000000000,9361,9361_114.1952688_30.46240389,160,30,86,15
1,171,2610155058.000000000000000,6559,6559_114.5912526_30.69111531,145,30,95,13
1,172,2610955126.000000000000000,6640,6640_114.1072973_30.51970872,106,11,51,14
1,173,2610333842.000000000000000,12726,12726_114.3574525_30.61583631,58,41,126,18
1,174,2610156650.000000000000000,10615,10615_114.3492002_30.37899232,113,31,97,15
1,175,2610156998.000000000000000,7175,7175_114.2688084_30.75761806,125,40,120,13
1,176,2610155838.000000000000000,9746,9746_114.2178175_30.72962126,142,11,58,14
1,177,2610156224.000000000000000,26911,26911_114.2350046_30.57558187,24,40,115,19
1,178,2700060249.000000000000000,17258,17258_114.2402514_30.62572188,20,40,118,18
1,179,2611222674.000000000000000,34191,34191_114.3294007_30.52563132,56,20,66,20
1,180,2610270142.000000000000000,31696,31696_114.3531444_30.56345584,47,41,124,22
1,181,2610156786.000000000000000,16228,16228_114.2528534_30.54298751,30,41,123,17
1,182,2610154510.000000000000000,24903,24903_114.255519_30.54929446,30,41,123,18
1,183,2610156984.000000000000000,17423,17423_114.2109144_30.64111321,84,1,27,16
1,184,2610156006.000000000000000,8715,8715_114.1036418_30.63642406,87,10,43,14
1,185,2611102008.000000000000000,19691,19691_114.2761893_30.65083757,15,20,70,19
1,186,2611113950.000000000000000,23106,23106_114.2993275_30.64785168,14,20,70,19
1,187,2610815082.000000000000000,21318,21318_114.32256_30.50070307,75,31,99,19
1,188,2611047458.000000000000000,16039,16039_114.2839127_30.47527144,77,20,61,17
1,189,2611039132.000000000000000,18894,18894_114.3013255_30.51075794,75,30,87,19
1,190,2610918120.000000000000000,13927,13927_114.256602_30.48435933,77,20,61,16
1,191,2610154292.000000000000000,33984,33984_114.39921_30.59828833,181,41,125,21
1,192,2610158444.000000000000000,21513,21513_114.5207916_30.48133393,173,21,74,20
1,193,2611098400.000000000000000,23150,23150_114.4120386_30.50196664,167,11,50,20
1,194,2611192280.000000000000000,19842,19842_114.4311829_30.48698548,165,10,35,18
1,195,2610156748.000000000000000,16918,16918_114.5198236_30.5431403,172,0,9,18
1,196,2610154620.000000000000000,18045,18045_114.4774516_30.46819898,177,20,63,19
1,197,2611196360.000000000000000,26915,26915_114.408248_30.48378731,169,11,50,20
1,198,2611177404.000000000000000,20304,20304_114.4300038_30.44377339,178,30,85,18
1,199,2611166882.000000000000000,19325,19325_114.4187203_30.49840272,166,10,35,19
1,200,2610156878.000000000000000,16596,16596_114.4946232_30.45054222,177,20,63,19
1,201,2610878832.000000000000000,30301,30301_114.4070579_30.45773506,170,31,98,19
1,202,2610159192.000000000000000,19113,19113_114.4891651_30.46084726,177,20,63,19
1,203,2610070007.000000000000000,26464,26464_114.403505_30.4623967,170,31,98,19
1,204,2610156928.000000000000000,17155,17155_114.2845278_30.49840804,77,20,61,17
1,205,2611141760.000000000000000,15971,15971_114.283113_30.49934016,77,20,61,17
1,206,2610155568.000000000000000,16148,16148_114.2760616_30.49143024,77,20,61,17
1,207,2611056366.000000000000000,19059,19059_114.4316102_30.48929064,165,10,35,18
1,208,2610153902.000000000000000,15867,15867_114.2860921_30.47060119,77,20,61,17
1,209,2610158990.000000000000000,12532,12532_114.5014131_30.54339958,172,0,9,18
1,210,2611203596.000000000000000,21425,21425_114.384849_30.49581653,169,0,5,19
1,211,2700060413.000000000000000,16106,16106_114.4048595_30.50722978,167,10,39,19
1,212,2610157122.000000000000000,31532,31532_114.5132287_30.50157058,173,21,74,19
1,213,2610513422.000000000000000,22616,22616_114.4144801_30.4951478,169,11,50,19
1,214,2610091483.000000000000000,16729,16729_114.4037559_30.50500394,167,10,39,19
1,215,2700060126.000000000000000,16198,16198_114.4230412_30.50435275,166,10,35,19
1,216,2700060324.000000000000000,13113,13113_114.3931363_30.49462721,169,10,39,19
1,217,2611133230.000000000000000,17718,17718_114.4870454_30.47587778,173,20,63,19
1,218,2610491182.000000000000000,17421,17421_114.3873444_30.49912028,169,10,39,18
1,219,2610009478.000000000000000,15273,15273_114.4144255_30.51006829,167,10,35,21
1,220,2610867960.000000000000000,23511,23511_114.4140292_30.46432705,170,31,98,19
1,221,2610162136.000000000000000,13234,13234_114.4779892_30.48848184,173,20,62,19
1,222,2611195348.000000000000000,14609,14609_114.4895603_30.56166789,172,0,9,17
1,223,2610157020.000000000000000,28323,28323_114.4009609_30.50686122,167,10,39,18
1,224,2611210688.000000000000000,13903,13903_114.4025317_30.50172736,167,10,39,20
1,225,2610819860.000000000000000,14850,14850_114.4059009_30.46781977,168,30,87,21
1,226,2610155558.000000000000000,19750,19750_114.4985541_30.56376982,172,0,9,17
1,227,2610153536.000000000000000,18875,18875_114.2908515_30.49728678,77,30,87,17
1,228,2611130644.000000000000000,23050,23050_114.400882_30.49849437,169,10,39,19
1,229,2610154352.000000000000000,24277,24277_114.4066901_30.503567,167,11,50,19
1,230,2611077454.000000000000000,11441,11441_114.4862388_30.56105955,172,0,9,17
1,231,2610764070.000000000000000,14760,14760_114.3991814_30.50426522,167,10,39,18
1,232,2610539500.000000000000000,28706,28706_114.418056_30.51392625,167,11,50,22
1,233,2611041104.000000000000000,22723,22723_114.4130728_30.49724871,169,11,50,20
1,234,2700060072.000000000000000,13990,13990_114.4205738_30.50948981,166,10,35,20
1,235,2610019834.000000000000000,12983,12983_114.4312828_30.50531048,166,10,35,19
1,236,2610417508.000000000000000,13758,13758_114.3897841_30.51345641,167,10,39,19
1,237,2610158960.000000000000000,17078,17078_114.5004815_30.56095429,172,0,9,17
1,238,2610076400.000000000000000,13858,13858_114.4177481_30.49083886,165,11,50,19
1,239,2610884640.000000000000000,15340,15340_114.4044902_30.48403081,169,11,50,20
1,240,2611036034.000000000000000,12230,12230_114.4849588_30.55399696,172,0,9,<Null>
1,241,2610548862.000000000000000,16617,16617_114.3893665_30.51222512,167,10,39,18
1,242,2611054566.000000000000000,13770,13770_114.5307434_30.48219683,174,20,63,20
1,243,2610154134.000000000000000,27440,27440_114.3827383_30.5098005,71,0,5,19
1,244,2610159118.000000000000000,10716,10716_114.2535097_30.44473612,80,20,61,16
1,245,2610155160.000000000000000,15934,15934_114.2784181_30.49773295,77,20,61,17
1,246,2611182630.000000000000000,10882,10882_114.2885007_30.47386602,77,20,61,17
1,247,2611099466.000000000000000,17983,17983_114.3753242_30.59541733,79,40,116,20
1,248,2610156166.000000000000000,13962,13962_114.3059646_30.5006655,75,30,87,18
1,249,2610154552.000000000000000,10890,10890_114.2556075_30.47663624,80,20,61,16
1,250,2610154276.000000000000000,12391,12391_114.244154_30.46571834,80,20,61,16
1,251,2610154180.000000000000000,32996,32996_114.3596399_30.51082791,71,1,20,19
1,252,2610158908.000000000000000,6991,6991_114.2033175_30.41732684,80,20,61,14
1,253,2610153190.000000000000000,15674,15674_114.3027803_30.46961648,76,30,87,17
1,254,2610155788.000000000000000,9882,9882_114.2253368_30.43775554,80,20,61,15
1,255,2611179462.000000000000000,13207,13207_114.2925019_30.45614381,80,20,61,16
1,256,2610159086.000000000000000,14650,14650_114.2643044_30.49740316,77,20,61,17
1,257,2610153356.000000000000000,15721,15721_114.2805567_30.47913623,77,20,61,17
1,258,2611207300.000000000000000,17017,17017_114.2834706_30.48339452,77,20,61,17
1,259,2610159024.000000000000000,17702,17702_114.4084783_30.61391454,78,40,116,18
1,260,2610152970.000000000000000,16480,16480_114.2765762_30.47904406,77,20,61,17
1,261,2610156164.000000000000000,21998,21998_114.3455769_30.59659109,79,10,41,18
1,262,2610153612.000000000000000,15275,15275_114.2589053_30.48278613,77,20,61,16
1,263,2610162034.000000000000000,11148,11148_114.4853389_30.56459301,172,0,9,16
1,264,2610152892.000000000000000,17546,17546_114.2892744_30.48338918,77,20,61,17
1,265,2611081040.000000000000000,15631,15631_114.2737073_30.47761928,77,20,61,17
1,266,2610937870.000000000000000,17901,17901_114.3195975_30.50196004,75,30,87,20
1,267,2610914338.000000000000000,20467,20467_114.3086813_30.49514355,76,31,99,17
1,268,2611208968.000000000000000,20448,20448_114.3212239_30.51125944,75,31,99,20
1,269,2611103020.000000000000000,21366,21366_114.344141_30.50484964,72,1,19,20
1,270,2610159324.000000000000000,18674,18674_114.3954147_30.51699685,167,10,39,18
1,271,2610027777.000000000000000,13916,13916_114.3352231_30.50177011,75,30,87,19
1,272,2610156518.000000000000000,17268,17268_114.2600473_30.48708506,77,20,61,16
1,273,2610602586.000000000000000,21229,21229_114.3488827_30.5956865,79,10,41,18
1,274,2611039612.000000000000000,11498,11498_114.2906489_30.48649258,77,20,61,17
1,275,2610089971.000000000000000,26898,26898_114.366943_30.57868278,79,40,114,20
1,276,2610084826.000000000000000,24321,24321_114.3278184_30.49972037,75,31,99,19
1,277,2610153820.000000000000000,11178,11178_114.2481084_30.42954814,80,20,61,15
1,278,2610154412.000000000000000,25640,25640_114.3663014_30.49837451,72,1,17,21
1,279,2610154342.000000000000000,28067,28067_114.3505425_30.51221178,72,1,20,20
1,280,2611191386.000000000000000,11754,11754_114.286816_30.45575874,80,20,61,16
1,281,2611209346.000000000000000,15649,15649_114.2749328_30.47466899,77,20,61,17
1,282,2610154970.000000000000000,19592,19592_114.377236_30.59697771,79,40,116,19
1,283,2610156924.000000000000000,16336,16336_114.283499_30.47067164,77,20,61,17
1,284,2610154588.000000000000000,13033,13033_114.4795062_30.47196391,177,20,63,19
1,285,2610162824.000000000000000,27032,27032_114.3644885_30.5237341,71,1,20,20
1,286,2611087436.000000000000000,26496,26496_114.379307_30.59098227,181,41,125,20
1,287,2610153934.000000000000000,12487,12487_114.2499828_30.46782456,80,20,61,16
1,288,2610992532.000000000000000,21384,21384_114.3690854_30.49550734,169,1,17,20
1,289,2610156772.000000000000000,12377,12377_114.2635916_30.4963442,77,20,61,18
1,290,2610614224.000000000000000,22860,22860_114.3581453_30.49931188,72,1,17,21
1,291,2610163610.000000000000000,17554,17554_114.3497326_30.59992201,79,10,41,18
1,292,2611044502.000000000000000,21134,21134_114.3165071_30.50079032,75,31,99,19
1,293,2611204366.000000000000000,15646,15646_114.4119603_30.62001085,78,40,116,17
1,294,2611207310.000000000000000,15851,15851_114.2923192_30.47702218,77,20,61,17
1,295,2610163878.000000000000000,13368,13368_114.2841047_30.48056312,77,20,61,17
1,296,2611200588.000000000000000,18597,18597_114.301719_30.50109399,75,30,87,18
1,297,2611005334.000000000000000,15978,15978_114.2827866_30.48323601,77,20,61,17
1,298,2610161972.000000000000000,18827,18827_114.2667066_30.48600237,77,20,61,16
1,299,2610156230.000000000000000,9912,9912_114.2142554_30.42609492,80,20,61,15
1,300,2610158490.000000000000000,11204,11204_114.2867338_30.46736402,77,20,61,17
1,301,2610156926.000000000000000,16668,16668_114.2893477_30.49345106,77,20,61,17
1,302,2610878918.000000000000000,18147,18147_114.4156865_30.50957658,167,10,35,21
1,303,2610154638.000000000000000,12582,12582_114.2517741_30.47167648,80,20,61,16
1,304,2610153106.000000000000000,17905,17905_114.3604718_30.60354235,79,10,41,18
1,305,2610070024.000000000000000,14863,14863_114.3548566_30.60634752,79,10,41,18
1,306,2611108538.000000000000000,12759,12759_114.3139686_30.4510025,76,30,87,16
1,307,2611144676.000000000000000,17366,17366_114.3611437_30.6085336,79,10,41,18
1,308,2610788490.000000000000000,23514,23514_114.3634634_30.50100931,72,1,17,21
1,309,2611048316.000000000000000,19786,19786_114.3232384_30.50551127,75,31,99,20
1,310,2611122672.000000000000000,9901,9901_114.2888083_30.45930898,80,20,61,17
1,311,2610432462.000000000000000,15911,15911_114.3103329_30.52353485,53,10,36,19
1,312,2610152920.000000000000000,32194,32194_114.3550194_30.50447722,72,1,17,21
1,313,2611039884.000000000000000,16169,16169_114.3302285_30.49123243,76,30,87,19
1,314,2610170744.000000000000000,23468,23468_114.3690472_30.50909299,71,0,5,19
1,315,2610093160.000000000000000,22047,22047_114.3290072_30.4962295,75,31,99,19
1,316,2611127540.000000000000000,20399,20399_114.3368655_30.52240642,71,1,19,20
1,317,2610162856.000000000000000,16033,16033_114.3367806_30.4872329,76,30,87,18
1,318,2610156234.000000000000000,12980,12980_114.290218_30.49935963,77,30,87,17
1,319,2610154066.000000000000000,17864,17864_114.381367_30.61845822,79,40,116,17
1,320,2610067994.000000000000000,22746,22746_114.3284897_30.50298454,75,31,99,19
1,321,2610156270.000000000000000,14474,14474_114.260261_30.46191615,80,20,61,16
1,322,2610162128.000000000000000,17283,17283_114.3152284_30.50272746,75,30,87,20
1,323,2610153616.000000000000000,13936,13936_114.2709579_30.49301043,77,20,61,17
1,324,2611039460.000000000000000,11178,11178_114.3066707_30.49637693,76,30,87,18
1,325,2610926664.000000000000000,12697,12697_114.3932776_30.61461931,78,40,116,17
1,326,2610158928.000000000000000,26404,26404_114.3431079_30.514763,71,1,19,19
1,327,2610154880.000000000000000,16072,16072_114.2770401_30.47092517,77,20,61,17
1,328,2610156634.000000000000000,18568,18568_114.2697295_30.4843432,77,20,61,16
1,329,2611039430.000000000000000,12364,12364_114.2675624_30.48084313,77,20,61,16
1,330,2611039116.000000000000000,17168,17168_114.3078513_30.50112582,75,30,87,18
1,331,2611209598.000000000000000,22960,22960_114.3585251_30.58627778,79,10,41,19
1,332,2610927304.000000000000000,20904,20904_114.368154_30.5012775,72,1,17,21
1,333,2610156482.000000000000000,15631,15631_114.2880556_30.50067522,77,30,87,17
1,334,2611070698.000000000000000,22432,22432_114.3384011_30.51899361,71,1,19,20
1,335,2610154614.000000000000000,14384,14384_114.3121702_30.44402605,76,30,87,16
1,336,2611039428.000000000000000,15730,15730_114.3269176_30.48157266,76,30,87,18
1,337,2611039286.000000000000000,9878,9878_114.2622069_30.47715556,77,20,61,16
1,338,2610155706.000000000000000,13219,13219_114.2593169_30.47420483,80,20,61,16
1,339,2610168582.000000000000000,14019,14019_114.3639313_30.5093216,71,0,5,19
1,340,2610156210.000000000000000,23487,23487_114.3343699_30.48168813,76,30,87,18
1,341,2610155038.000000000000000,12679,12679_114.2384402_30.45989083,80,20,61,15
